RANGO ETARIO,NIVEL EDUCACIONAL,SEXO,ESTADO CIVIL,ACTIVIDAD,ESTADO ACTUAL,AÑO APERTURA TARJETA,CUPO MÁXIMO,PORCENTAJE DE USO DEL CUPO,VECES QUE COMPRA EN PROMEDIO AL AÑO,UNIDADES COMPRADAS DEL PRODUCTO A,UNIDADES COMPRADAS DEL PRODUCTO B,CANTIDAD HISTORICA DE ATRASOS EN PAGOS,COMPRA PRODUCTO EN PROMOCIÓN
ENTRE 40 Y 50,EDUC. TÉCNICA,MASCULINO,CASADO,EMPRESARIO,DEUDA DE 1 MES,2007,"301,500",0.0%,5,3,8,5,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2007,"301,500",0.0%,5,1,9,8,NO
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2013,"301,500",0.0%,7,8,0,22,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2005,"301,500",6.8%,6,6,5,22,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2009,"2,491,885",100.0%,14,2,1,25,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2014,"301,500",11.8%,7,6,10,4,SI
MAYOR QUE 50,EDUC. TÉCNICA,FEMENINO,SOLTERO, ,SIN DEUDA,2005,"418,410",100.0%,9,4,1,23,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,DEUDA DE 2 MESES,2005,"1,115,297",100.0%,6,2,9,24,NO
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2010,"301,500",0.0%,9,5,4,6,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,EMPRESARIO,SIN DEUDA,2005,"301,500",0.0%,5,7,5,3,SI
ENTRE 40 Y 50,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2010,"301,500",72.9%,11,5,10,15,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2007,"301,500",36.7%,7,7,6,25,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,5,8,2,25,SI
ENTRE 40 Y 50,ESTUDIANTE UNIVERSITARIO,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2008,"301,500",0.0%,6,5,1,8,NO
MENOR QUE 30,EDUC. TÉCNICA,FEMENINO,SOLTERO,ESTUDIANTE,SIN DEUDA,2006,"301,500",32.1%,8,1,8,6,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,EMPRESARIO,SIN DEUDA,2011,"301,500",55.1%,12,9,2,9,SI
MAYOR QUE 50,ESTUDIANTE UNIVERSITARIO,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2014,"301,500",77.9%,10,8,10,20,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,ESTUDIANTE,SIN DEUDA,2012,"301,500",0.0%,5,1,1,2,SI
ENTRE 40 Y 50,EDUC. TÉCNICA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2010,"1,219,640",100.0%,14,5,3,1,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,DEUDA DE 1 MES,2010,"301,500",44.2%,9,2,9,25,SI
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2009,"301,500",0.0%,5,3,5,3,NO
MENOR QUE 30,ESTUDIANTE UNIVERSITARIO,FEMENINO,SOLTERO,DEPENDIENTE,DEUDA DE 2 MESES,2014,"301,500",0.0%,7,10,7,11,NO
MENOR QUE 30,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,ESTUDIANTE,SIN DEUDA,2011,"301,500",0.0%,6,7,3,23,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2009,"301,500",0.4%,7,0,4,20,NO
ENTRE 40 Y 50,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2010,"1,707,600",100.0%,7,5,4,7,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2013,"301,500",0.0%,5,3,5,0,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2007,"301,500",0.0%,7,6,2,22,NO
ENTRE 30 Y 40,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2013,"301,500",0.0%,6,3,3,3,SI
MAYOR QUE 50,EDUC. TÉCNICA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2010,"301,500",0.0%,7,6,9,3,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2005,"301,500",0.0%,5,2,7,13,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,CASADO, ,SIN DEUDA,2010,"301,500",0.0%,5,7,8,17,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,DEUDA DE 1 MES,2006,"301,500",21.4%,6,3,5,25,NO
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,6,10,9,5,NO
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2008,"472,270",100.0%,6,5,7,0,SI
ENTRE 40 Y 50,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,DEUDA DE 2 MESES,2013,"301,500",43.0%,12,1,5,21,NO
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2011,"301,500",0.0%,7,5,6,22,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2008,"301,500",0.0%,6,1,2,13,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2009,"301,500",0.0%,13,1,3,5,SI
ENTRE 40 Y 50,EDUC. TÉCNICA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2011,"301,500",0.0%,5,8,8,11,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,DEUDA DE 2 MESES,2011,"301,500",0.0%,5,5,1,20,SI
ENTRE 30 Y 40,ESTUDIANTE UNIVERSITARIO,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2009,"301,500",31.6%,12,0,0,5,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,ESTUDIANTE,DEUDA DE 2 MESES,2011,"301,500",0.0%,7,0,9,0,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2014,"363,609",100.0%,9,2,0,13,NO
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,VIUDO,DEPENDIENTE,SIN DEUDA,2013,"301,500",38.0%,7,5,4,21,SI
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,CASADO,DEPENDIENTE,DEUDA DE 2 MESES,2011,"364,405",100.0%,5,9,4,16,SI
MENOR QUE 30,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,DEUDA DE 2 MESES,2005,"301,500",100.0%,5,2,2,24,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2008,"301,500",16.6%,5,1,8,16,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2013,"502,607",100.0%,11,6,4,10,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2005,"301,500",15.9%,6,0,5,21,SI
ENTRE 30 Y 40,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2007,"301,500",0.8%,6,4,10,14,NO
ENTRE 30 Y 40,EDUC. TÉCNICA,MASCULINO,SOLTERO,EMPRESARIO,SIN DEUDA,2013,"301,500",0.6%,7,4,8,18,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,DEUDA DE 2 MESES,2011,"301,500",0.0%,5,1,5,14,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2009,"617,177",100.0%,10,8,8,0,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2008,"301,500",15.2%,9,7,10,20,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2010,"301,500",0.1%,6,7,5,22,NO
ENTRE 40 Y 50,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2008,"301,500",0.0%,6,3,7,17,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2014,"301,500",0.0%,6,0,6,17,NO
MENOR QUE 30,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2012,"301,500",86.5%,12,9,9,21,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2014,"301,500",0.0%,7,8,2,2,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,5,7,8,13,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,EMPRESARIO,SIN DEUDA,2008,"301,500",0.0%,6,6,6,15,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2008,"301,500",15.5%,6,9,0,0,SI
MAYOR QUE 50,EDUC. MEDIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2008,"301,500",0.0%,5,3,4,13,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,DEUDA DE 2 MESES,2008,"301,500",0.0%,5,2,9,9,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2013,"579,543",100.0%,15,1,5,6,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2005,"4,699,939",100.0%,15,9,4,14,SI
MENOR QUE 30,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2006,"4,034,287",100.0%,9,3,3,18,NO
ENTRE 30 Y 40,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2005,"301,500",0.0%,5,6,7,8,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,11,6,6,18,NO
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,CASADO, ,SIN DEUDA,2005,"301,500",0.0%,5,1,3,1,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,DEUDA DE 2 MESES,2014,"301,500",0.0%,9,4,2,25,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2007,"301,500",0.0%,11,1,3,13,SI
ENTRE 40 Y 50,EDUC. TÉCNICA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2010,"2,013,857",100.0%,12,5,0,4,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2010,"301,500",100.0%,6,7,1,19,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO,VIUDO,DEPENDIENTE,SIN DEUDA,2011,"301,500",0.0%,5,10,1,14,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2005,"301,500",0.0%,5,1,3,24,SI
ENTRE 40 Y 50,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2011,"1,149,620",100.0%,7,4,5,21,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2011,"301,500",0.0%,5,6,3,15,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,9,5,9,11,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2012,"301,500",0.0%,5,2,3,16,NO
ENTRE 30 Y 40,EDUC. TÉCNICA,MASCULINO,SEPARADO,DEPENDIENTE,SIN DEUDA,2011,"301,500",0.1%,6,2,9,3,NO
MENOR QUE 30,ESTUDIANTE UNIVERSITARIO,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,5,10,4,2,NO
MENOR QUE 30,ESTUDIANTE UNIVERSITARIO,MASCULINO,SOLTERO,ESTUDIANTE,SIN DEUDA,2013,"301,500",69.0%,7,3,8,15,NO
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,SOLTERO,ESTUDIANTE,SIN DEUDA,2013,"301,500",0.0%,5,4,1,21,SI
ENTRE 40 Y 50,EDUC. TÉCNICA,FEMENINO,SEPARADO,DEPENDIENTE,DEUDA DE 2 MESES,2013,"301,500",11.0%,7,5,8,20,NO
MENOR QUE 30,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2005,"1,120,627",100.0%,9,4,0,6,NO
ENTRE 40 Y 50,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,DEUDA DE 2 MESES,2006,"301,500",0.0%,7,7,4,23,NO
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,DEUDA DE 2 MESES,2012,"301,500",0.0%,5,7,7,9,NO
ENTRE 40 Y 50,EDUC. TÉCNICA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2009,"301,500",0.0%,12,8,10,15,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO, ,SIN DEUDA,2006,"301,500",0.0%,5,3,5,23,NO
ENTRE 30 Y 40,ESTUDIANTE UNIVERSITARIO,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2011,"301,500",0.0%,6,2,1,22,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,ESTUDIANTE,SIN DEUDA,2006,"301,500",0.0%,6,8,0,23,SI
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2007,"301,500",0.0%,6,10,2,7,NO
MENOR QUE 30,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2011,"301,500",1.3%,8,8,5,14,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2010,"301,500",0.0%,9,7,8,8,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,8,7,10,8,SI
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2008,"301,500",100.0%,9,8,4,20,NO
MENOR QUE 30,ESTUDIANTE UNIVERSITARIO,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2010,"301,500",8.5%,5,6,10,11,NO
ENTRE 30 Y 40,EDUC. TÉCNICA,MASCULINO,SOLTERO,ESTUDIANTE,SIN DEUDA,2010,"301,500",60.7%,9,8,1,5,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2007,"301,500",0.0%,5,6,4,22,NO
ENTRE 30 Y 40,ESTUDIANTE UNIVERSITARIO,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2007,"301,500",0.0%,7,9,6,7,NO
MENOR QUE 30,EDUC. TÉCNICA,FEMENINO,SOLTERO,ESTUDIANTE,SIN DEUDA,2012,"301,500",28.5%,12,4,3,8,SI
MAYOR QUE 50,EDUC. TÉCNICA,FEMENINO,CASADO, ,SIN DEUDA,2010,"301,500",0.0%,6,10,8,1,NO
MAYOR QUE 50,EDUC. TÉCNICA,FEMENINO,CASADO,DEPENDIENTE,DEUDA DE 1 MES,2014,"849,862",100.0%,12,3,5,0,SI
MAYOR QUE 50,EDUC. TÉCNICA,FEMENINO,CASADO, ,SIN DEUDA,2006,"301,500",0.0%,5,6,6,21,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,DEUDA DE 1 MES,2007,"301,500",0.0%,6,5,0,1,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,DEUDA DE 2 MESES,2008,"301,500",0.1%,7,10,0,19,NO
ENTRE 40 Y 50,EDUC. TÉCNICA,FEMENINO,SEPARADO,DEPENDIENTE,SIN DEUDA,2012,"301,500",0.0%,5,2,2,4,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,6,2,6,15,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2010,"301,500",0.0%,5,0,10,18,SI
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2011,"301,500",46.1%,7,7,6,14,SI
ENTRE 30 Y 40,ESTUDIANTE UNIVERSITARIO,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2012,"301,500",0.0%,6,4,7,10,NO
MENOR QUE 30,EDUC. TÉCNICA,FEMENINO,SOLTERO,ESTUDIANTE,SIN DEUDA,2006,"301,500",22.8%,11,8,10,19,NO
MENOR QUE 30,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,9,1,8,3,SI
MENOR QUE 30,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2005,"491,578",100.0%,7,3,0,9,NO
ENTRE 40 Y 50,EDUC. TÉCNICA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2006,"375,591",100.0%,8,8,6,15,SI
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2009,"301,500",0.0%,6,5,6,11,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2011,"301,500",0.0%,10,7,0,17,SI
MAYOR QUE 50,ESTUDIANTE UNIVERSITARIO,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2009,"301,500",0.0%,6,2,6,22,SI
MENOR QUE 30,EDUC. TÉCNICA,FEMENINO,SOLTERO,ESTUDIANTE,SIN DEUDA,2012,"301,500",0.0%,6,7,9,9,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2013,"301,500",8.8%,7,1,0,13,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,DEUDA DE 2 MESES,2011,"301,500",23.4%,6,0,2,3,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2007,"1,333,740",100.0%,13,0,3,23,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,DEUDA DE 2 MESES,2014,"301,500",10.6%,12,4,9,8,NO
MAYOR QUE 50,EDUC. TÉCNICA,FEMENINO,CASADO,DEPENDIENTE,DEUDA DE 1 MES,2006,"560,434",100.0%,10,2,1,3,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2014,"301,500",0.0%,6,6,5,14,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2011,"512,882",100.0%,9,2,3,19,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,CASADO,EMPRESARIO,DEUDA DE 2 MESES,2013,"301,500",100.0%,6,8,0,4,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2010,"301,500",0.0%,5,5,7,14,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2011,"301,500",0.0%,7,3,4,22,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2011,"301,500",2.0%,8,1,8,11,NO
MENOR QUE 30,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2005,"301,500",27.7%,7,9,6,24,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,DEUDA DE 1 MES,2006,"301,500",42.1%,8,5,2,16,NO
ENTRE 40 Y 50,ESTUDIANTE UNIVERSITARIO,MASCULINO,CASADO,DEPENDIENTE,DEUDA DE 1 MES,2011,"301,500",25.5%,8,5,6,0,NO
MENOR QUE 30,EDUC. TÉCNICA,MASCULINO,SOLTERO,ESTUDIANTE,SIN DEUDA,2014,"301,500",72.6%,7,3,10,20,NO
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,CASADO,EMPRESARIO,SIN DEUDA,2009,"301,500",0.0%,5,7,2,16,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2014,"301,500",0.0%,6,6,4,8,SI
ENTRE 40 Y 50,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2011,"301,500",0.0%,6,8,2,2,NO
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2013,"301,500",40.7%,16,7,7,4,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,DEUDA DE 2 MESES,2014,"1,096,471",100.0%,5,5,10,19,NO
ENTRE 30 Y 40,ESTUDIANTE UNIVERSITARIO,FEMENINO,SOLTERO, ,SIN DEUDA,2006,"301,500",32.6%,7,5,0,5,NO
MENOR QUE 30,EDUC. TÉCNICA,MASCULINO,SOLTERO,ESTUDIANTE,SIN DEUDA,2010,"301,500",92.2%,11,0,6,0,NO
MENOR QUE 30,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2011,"301,500",10.1%,6,10,2,13,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2011,"301,500",0.0%,8,3,9,6,SI
ENTRE 30 Y 40,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2014,"301,500",0.4%,5,7,4,14,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,DEUDA DE 2 MESES,2009,"301,500",38.4%,7,0,7,20,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,DEUDA DE 2 MESES,2010,"301,500",0.0%,7,3,8,17,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,6,9,10,1,SI
ENTRE 40 Y 50,EDUC. TÉCNICA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2008,"301,500",0.0%,5,7,1,15,NO
MENOR QUE 30,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2012,"429,378",100.0%,9,1,9,24,SI
MAYOR QUE 50,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2007,"301,500",0.0%,7,2,2,3,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,EMPRESARIO,SIN DEUDA,2014,"301,500",6.7%,7,2,6,23,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,EMPRESARIO,SIN DEUDA,2014,"301,500",0.0%,7,6,10,22,NO
MAYOR QUE 50,ESTUDIANTE UNIVERSITARIO,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2005,"2,529,657",100.0%,7,2,9,3,NO
MENOR QUE 30,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,ESTUDIANTE,SIN DEUDA,2011,"301,500",0.0%,9,10,0,20,NO
MAYOR QUE 50,EDUC. TÉCNICA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,5,1,8,12,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2009,"301,500",0.0%,5,0,6,12,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2006,"755,758",100.0%,11,6,4,12,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2012,"412,561",100.0%,5,2,10,23,SI
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,DEUDA DE 2 MESES,2006,"3,187,301",100.0%,9,7,10,14,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2014,"301,500",0.0%,5,9,9,23,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2008,"301,500",90.2%,6,10,7,8,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2007,"301,500",0.0%,6,3,6,4,NO
MAYOR QUE 50,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2008,"301,500",0.0%,6,5,5,16,NO
